순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
254,국내도서,괴테와의 대화 1,2146019 ,9788937461767 ,4800,"요한 페터 에커만 지음, 장희창 옮김",민음사,20080502,"16,000","14,400",800점,10871,소설/시/희곡
255,국내도서,논어 (무삭제 완역본),168916649 ,9791187142591 ,3140,"공자 지음, 소준섭 옮김",현대지성,20181001,"12,000","10,800",600점,14099,인문학
256,국내도서,공정하다는 착각,254700620 ,9791164136452 ,3300,"마이클 샌델 지음, 함규진 옮김",와이즈베리,20201201,"18,000","16,200",900점,56621,사회과학
257,국내도서,내 삶의 글쓰기,310624733 ,9791160078732 ,3800,"빌 루어바흐 지음, 홍선영 옮김",한즈미디어(한스미디어),20230214,"5,000","4,500",250점,4868,인문학
258,국내도서,"설자은, 금성으로 돌아오다",326492603 ,9788954695978 ,3810,정세랑 지음,문학동네,20231030,"16,800","15,120",840점,19828,소설/시/희곡
259,국내도서,시지프 신화,86074428 ,9788937463433 ,4800,"알베르 카뮈 지음, 김화영 옮김",민음사,20160617,"12,000","10,800",600점,17260,에세이
260,국내도서,천 개의 파랑,248956900 ,9791190090261 ,3810,천선란 지음,허블,20200819,"17,000","15,300",850점,42617,소설/시/희곡
261,국내도서,어린이라는 세계,255097575 ,9791160946918 ,3810,김소영 지음,사계절,20201116,"15,000","13,500",750점,43599,에세이
262,국내도서,리얼리티 트랜서핑 1,3148014 ,9788935703081 ,3320,"바딤 젤란드 지음, 박인수 옮김",정신세계사,20090123,"11,000","9,900",550점,21443,자기계발
263,국내도서,치치새가 사는 숲,327282604 ,9788937473852 ,4810,장진영 지음,민음사,20231020,"14,000","12,600",700점,9789,소설/시/희곡
264,국내도서,시와 산책,243698085 ,9791196517199 ,4810,한정원 지음,시간의흐름,20200630,"18,000","16,200",900점,21117,에세이
265,국내도서,자기결단력,289316741 ,9791187033806 ,3320,"피터 홀린스 지음, 한원희 옮김",좋은생각,20220224,"8,000","7,200",400점,4844,자기계발
266,국내도서,기분이 태도가 되지 말자 (20만 부 기념 개정판),305716766 ,9791197647666 ,3800,김수현 지음,하이스트,20221125,"17,000","15,300",850점,23221,에세이
267,국내도서,해커스 첫토익 LC + RC + VOCA 기초입문서,271512272 ,9788965424208 ,13740,해커스어학연구소 지음,해커스어학연구소(Hackers),20230410,"14,900","13,410",740점,13599,외국어
268,국내도서,해커스 토익 실전 1000제 1 LC Listening(리스닝) 문제집,306666223 ,9788965425076 ,13740,해커스어학연구소 지음,해커스어학연구소(Hackers),20230605,"11,900","10,710",590점,18664,외국어
269,국내도서,아주 희미한 빛으로도,321294005 ,9788954695053 ,3810,최은영 지음,문학동네,20230807,"16,800","15,120",840점,44956,소설/시/희곡
270,국내도서,지구별 인간,301456141 ,9788934975137 ,3830,"무라타 사야카 지음, 최고은 옮김",비채,20220915,"14,800","13,320",740점,11343,소설/시/희곡
271,국내도서,프레임,268611799 ,9788950994518 ,3320,최인철 지음,21세기북스,20210302,"22,000","19,800","1,100점",24596,자기계발
272,국내도서,김락희의 인체 드로잉,216758803 ,9788931588507 ,13600,"김락희 지음, 윤관현 감수",성안당,20191127,"35,000","31,500","1,750점",32632,예술/대중문화
273,국내도서,멀고도 가까운,76721285 ,9788983717733 ,3800,"리베카 솔닛 지음, 김현우 옮김",반비,20160211,"17,000","15,300",850점,12171,인문학
274,국내도서,나는 3학년 2반 7번 애벌레,80485717 ,9788936414085 ,73810,"김원아 지음, 이주희 그림",창비,20160325,"11,000","9,900",550점,52833,어린이
275,국내도서,종의 기원,198419735 ,9791189198862 ,4400,"찰스 로버트 다윈 지음, 장대익 옮김, 최재천 감수, 다윈 포럼 기획",사이언스북스,20190731,"22,000","19,800","1,100점",21441,과학
276,국내도서,최민준의 아들코칭 백과,323594792 ,9791168127531 ,13590,최민준 지음,위즈덤하우스,20230830,"18,800","16,920",940점,23553,좋은부모
277,국내도서,개소리에 대하여,322458387 ,9791157833023 ,2100,"해리 G. 프랭크퍼트 지음, 이윤 옮김",필로소픽,20230816,"9,500","8,550",280점,9467,인문학
278,국내도서,불편한 편의점 2 (단풍 에디션),303706448 ,9791161571379 ,3810,김호연 지음,나무옆의자,20220810,"14,000","12,600",700점,47585,소설/시/희곡
279,국내도서,지금 알고 있는 걸 그때도 알았더라면,137447 ,9788970638331 ,3810,류시화 엮음,열림원,20141203,"10,000","9,000",500점,32650,소설/시/희곡
280,국내도서,여학교의 별 1,286633169 ,9788954684316 ,7830,"와야마 야마 지음, 현승희 옮김",문학동네,20220131,"8,500","7,650",420점,20987,만화
281,국내도서,교토커피,189969679 ,9791188694389 ,13910,심재범 지음,디자인이음,20190423,"5,000","4,500",250점,11056,여행
282,국내도서,샤워젤과 소다수,326306336 ,9788954696012 ,3810,고선경 지음,문학동네,20231019,"12,000","10,800",600점,25497,소설/시/희곡
283,국내도서,슬픔을 공부하는 슬픔,162341433 ,9791160401967 ,3810,신형철 지음,한겨레출판,20180922,"16,000","14,400",800점,30752,에세이
284,국내도서,TEPS 서울대 텝스관리위원회 공식 기출문제집 : 출제기관 공식 수험서,307404924 ,9788969653376 ,13740,"서울대학교 TEPS 관리위원회 문제 제공, 해커스 텝스연구소 편집·해설",챔프스터디,20230918,"22,000","19,800","1,100점",13445,외국어
285,국내도서,"해커스 토플 리딩 인터미디엇 (Hackers TOEFL Reading Intermediate) : 2023년 7월 26일 개정 시험 완벽 반영, 개정증보판",319335062 ,9788965426103 ,13740,David Cho 지음,해커스어학연구소(Hackers),20230630,"25,000","22,500","1,250점",13078,외국어
286,국내도서,불안,14350678 ,9788956605593 ,3840,"알랭 드 보통 지음, 정영목 옮김",은행나무,20111228,"15,000","13,500",750점,34507,에세이
287,국내도서,우리 아기 오감발달 동물농장 사운드북,142232791 ,8809264180921 ,1,"샘 태플린 지음, 페데리카 아이오사 그림",어스본코리아,20180411,"19,800","15,840",590점,40476,유아
288,국내도서,10대를 위한 정의란 무엇인가,49477879 ,9788937886966 ,73300,"조혜진 그림, 신현주 글, 김선욱 감수, 마이클 샌델 원작",미래엔아이세움,20141130,"12,000","10,800",600점,38555,어린이
289,국내도서,여덟 단어,318155709 ,9791197977046 ,3100,박웅현 지음,인티N,20230615,"17,000","15,300",850점,17094,인문학
290,국내도서,스즈키 바이올린 교본 1,85899 ,9788903411116 ,93670,세광음악 편집부 엮음,세광음악출판사,20091217,"12,000","10,800",600점,34139,예술/대중문화
291,국내도서,코스모스,540789 ,9788983711540 ,3440,"칼 세이건 지음, 홍승수 옮김",사이언스북스,20041220,"50,000","45,000","2,500점",25350,과학
292,국내도서,현대 심리치료와 상담 이론,19090062 ,9788963309262 ,93180,권석만 지음,학지사,20120830,"22,000","22,000",0점,20599,대학교재/전문서적
293,국내도서,죄와 벌 1,16211750 ,9788937462849 ,4800,"표도르 도스토예프스키 지음, 김연경 옮김",민음사,20120330,"11,000","9,900",550점,20178,소설/시/희곡
294,국내도서,천둥 꼬마 선녀 번개 꼬마 선녀,889551 ,9788954602792 ,77810,"한강 지음, 진태람 그림",문학동네,20070228,"13,500","12,150",670점,11307,유아
295,국내도서,아비투스 (양장),313961252 ,9791130698366 ,3300,"도리스 메르틴 지음, 배명자 옮김",다산초당(다산북스),20230324,"22,000","19,800","1,100점",19484,인문학
296,국내도서,자살,312893470 ,9791189356934 ,4800,"에두아르 르베 지음, 한국화 옮김",워크룸프레스(Workroom),20230310,"16,000","14,400",800점,9463,소설/시/희곡
297,국내도서,엄마 도감 (리커버),349961872 ,9788901251509 ,74800,권정민 지음,웅진주니어,20210716,"13,000","11,700",650점,11013,유아
298,국내도서,결국 해내는 사람들의 원칙 (리커버 에디션),258108880 ,9791191214185 ,3190,"앨런 피즈.바바라 피즈 지음, 이재경 옮김",반니,20201214,"18,000","16,200",900점,29596,자기계발
299,국내도서,초보 마녀와 견습 마법사를 위한 필수 지침서,315390810 ,9791160079029 ,13650,"프란체스카 마테오니 지음, 엘리사 마첼라리 그림, 박유진 옮김",한즈미디어(한스미디어),20230427,"5,000","4,500",250점,6781,예술/대중문화
300,국내도서,더 그레이트 비트코인,327615313 ,9791198252449 ,3320,오태민 지음,(주)거인의정원,20231027,"35,000","31,500","1,750점",15606,경제경영
301,국내도서,[세트] 리틀 라이프 1~2 세트 - 전2권,340706950 ,,,"한야 야나기하라 지음, 권진아 옮김",시공사,20160616,"29,600","26,640","1,480점",19116,소설/시/희곡
302,국내도서,나의 한국현대사 1959-2020,260757688 ,9788971999080 ,3910,유시민 지음,돌베개,20210118,"19,000","17,100",950점,14117,역사
303,국내도서,재미만점 두뇌계발 스도쿠 퍼즐 1 : 초급/중급 (스프링북),161922942 ,8809565330001 ,1,베이직콘텐츠연구소 지음,베이직북스,20180815,"10,000","7,000",100점,16485,건강/취미
304,국내도서,인간 본성의 법칙,199736169 ,9791190182560 ,3180,"로버트 그린 지음, 이지연 옮김",위즈덤하우스,20190729,"32,000","28,800","1,600점",22728,인문학
305,국내도서,ETS 토익 정기시험 실전 1000 Vol. 1 RC(리딩),318946132 ,9788917239324 ,14740,ETS 지음,(주)YBM(와이비엠),20230619,"19,800","17,820",990점,13348,외국어
306,국내도서,나의 눈부신 친구 (리커버 특별판),346708992 ,9788935669738 ,4880,"엘레나 페란테 지음, 김지우 옮김",한길사,20160707,"16,000","14,400",800점,15744,소설/시/희곡
307,국내도서,변신·시골의사,60471 ,9788937460043 ,4850,"프란츠 카프카 지음, 전영애 옮김",민음사,19980805,"8,500","7,650",420점,30503,소설/시/희곡
308,국내도서,여학교의 별 2,293054296 ,9788954685825 ,7830,"와야마 야마 지음, 현승희 옮김",문학동네,20220505,"8,500","7,650",420점,20323,만화
309,국내도서,나의 돈 많은 고등학교 친구,315155324 ,9791165347161 ,3320,송희구 지음,서삼독,20230428,"18,000","16,200",900점,15107,자기계발
310,국내도서,호밀밭의 파수꾼,308822243 ,9788937460470 ,4800,"J.D. 샐린저 지음, 정영목 옮김",민음사,20230117,"12,000","10,800",600점,73232,소설/시/희곡
311,국내도서,악의,198223504 ,9788972750031 ,4830,"히가시노 게이고 지음, 양윤옥 옮김",현대문학,20190725,"16,800","15,120",840점,17696,소설/시/희곡
312,국내도서,아가미 (리커버),337280683 ,9791162203392 ,3810,구병모 지음,위즈덤하우스,20180330,"14,800","13,320",740점,25500,소설/시/희곡
313,국내도서,초판본 동물 농장,249433196 ,9791164453122 ,3840,"조지 오웰 지음, 이종인 옮김",더스토리,20200820,"2,990","2,700",140점,9966,소설/시/희곡
314,국내도서,인생의 역사,303286149 ,9791191859379 ,3810,신형철 지음,난다,20221031,"18,000","16,200",900점,27924,에세이
315,국내도서,역행자 확장판,317300995 ,9788901272580 ,3320,자청 지음,웅진지식하우스,20230529,"19,500","17,550",970점,47786,자기계발
316,국내도서,넛지 : 파이널 에디션,296614068 ,9788901260679 ,3320,"리처드 H. 탈러.카스 R. 선스타인 지음, 이경식 옮김, 최정규 감수",리더스북,20220620,"22,000","19,800","1,100점",19514,경제경영
317,국내도서,방구석 미술관 (40만 부 기념 특별판),339279853 ,9788968331862 ,,조원재 지음,블랙피쉬,20180803,"16,800","15,120",840점,50227,예술/대중문화
318,국내도서,희망,244151572 ,9788998441081 ,3810,양귀자 지음,쓰다,20200630,"19,800","17,820",990점,11940,소설/시/희곡
319,국내도서,트로피컬 나이트,299460785 ,9791160408331 ,3810,조예은 지음,한겨레출판,20220817,"15,000","13,500",750점,13618,소설/시/희곡
320,국내도서,훌훌,288521251 ,9788954685030 ,3810,문경민 지음,문학동네,20220207,"13,500","12,150",670점,19663,청소년
321,국내도서,창조적 시선,319561992 ,9788950937577 ,3180,"김정운 지음, 윤광준 사진, 이진일 감수",arte(아르테),20230628,"108,000","97,200","5,400점",7692,인문학
322,국내도서,나는 뻔뻔하게 살기로 했다,171911809 ,9788970656595 ,3180,"데이비드 시버리 지음, 김정한 옮김",홍익,20181102,"3,900","3,510",190점,8795,인문학
323,국내도서,20일 만에 끝내는 해커스 토익 750+ LC(리스닝),274145691 ,9788965424239 ,13740,David Cho 지음,해커스어학연구소(Hackers),20230703,"14,900","13,410",740점,16752,외국어
324,국내도서,위대한 개츠비,417997 ,9788937460753 ,4840,"F. 스콧 피츠제럴드 지음, 김욱동 옮김",민음사,20101208,"9,000","8,100",450점,36637,소설/시/희곡
325,국내도서,"해커스 토플 라이팅 (Hackers TOEFL Writing) : 2023년 7월 26일 개정 시험 완벽 반영, 개정증보판",319335165 ,9788965426011 ,13740,David Cho 지음,해커스어학연구소(Hackers),20230630,"25,000","22,500","1,250점",11470,외국어
326,국내도서,인생,324015563 ,9791156754312 ,3820,"위화 지음, 백원담 옮김",푸른숲,20230912,"16,800","15,120",840점,12122,소설/시/희곡
327,국내도서,갈매기에게 나는 법을 가르쳐준 고양이,282188288 ,9791166890475 ,3870,"루이스 세뿔베다 지음, 유왕무 옮김, 이억배 그림 지음, 이억배 그림, 유왕무 옮김",바다출판사,20210930,"12,800","11,520",640점,22376,어린이
328,국내도서,ETS 토익 정기시험 실전 1000 Vol. 1 LC(리스닝),318945549 ,9788917239317 ,14740,ETS 지음,(주)YBM(와이비엠),20230619,"19,800","17,820",990점,12984,외국어
329,국내도서,당신도 부자가 될 수 있다,287715041 ,9788994643885 ,3320,"로럴 랭마이어 지음, 김해온 옮김",라이온북스,20220131,"4,400","3,960",220점,5145,경제경영
330,국내도서,젊은 베르테르의 슬픔,187464 ,9788937460258 ,4850,"요한 볼프강 폰 괴테 지음, 박찬기 옮김",민음사,19990320,"8,000","7,200",400점,26141,소설/시/희곡
331,국내도서,침팬지 폴리틱스,135368637 ,9788955617085 ,3400,"프란스 드 발 지음, 장대익.황상익 옮김",바다출판사,20180309,"18,000","16,200",900점,19844,과학
332,국내도서,어떻게 말해줘야 할까,253133041 ,9788934986652 ,13590,"오은영 지음, 차상미 그림",김영사,20201025,"19,800","17,820",990점,47686,좋은부모
333,국내도서,흔들릴 줄 알아야 부러지지 않는다,323087245 ,9791191731538 ,3190,김정호 지음,달콤북스,20230904,"16,800","15,120",840점,11117,자기계발
334,국내도서,건강의 뇌과학,297589970 ,9791139706673 ,3400,"제임스 굿윈 지음, 박세연 옮김",현대지성,20220712,"19,900","17,910",990점,6418,과학
335,국내도서,저주토끼,314843468 ,9791168340947 ,3810,정보라 지음,래빗홀,20230413,"15,800","14,220",790점,14056,소설/시/희곡
336,국내도서,사과가 쿵! (보드북),671113 ,9788943306090 ,77830,"다다 히로시 지음, 정근 옮김",보림,20060715,"11,000","9,900",550점,45337,유아
337,국내도서,세상에서 제일 재밌는 종이접기,162366511 ,9791186494431 ,13630,네모아저씨 이원표 지음,슬로래빗,20180824,"14,000","12,600",700점,26689,좋은부모
338,국내도서,읽으면서 바로 써먹는 어린이 속담,120049445 ,9791158681258 ,73710,한날 지음,파란정원,20171030,"12,000","10,800",600점,27560,어린이
339,국내도서,와일드 로봇,198274347 ,9788966072057 ,73840,"피터 브라운 지음, 엄혜숙 옮김",거북이북스,20190715,"16,800","15,120",840점,11875,어린이
340,국내도서,주술회전 0 : 외전,301706114 ,9791136791870 ,,"아쿠타미 게게 지음, 이정운 옮김",서울미디어코믹스(서울문화사),20190425,"6,000","5,400",300점,9459,만화
341,국내도서,성인 ADHD의 대처기술 안내서,224974656 ,9791185696805 ,93510,"램지 러셀 외 지음, 한국성인ADHD임상연구회 옮김",하나의학사,20191231,"22,000","22,000",660점,13248,대학교재/전문서적
342,국내도서,캠벨 생명과학,290655449 ,9788968241260 ,93470,"Lisa A. Urry 외 지음, 전상학 옮김",바이오사이언스,20220310,"60,000","60,000",0점,9690,대학교재/전문서적
343,국내도서,8가지 기초 스티치로 완성하는 원포인트 자수 스티치 550,307832068 ,9791188601561 ,13630,"일본보그사 지음, 이은정 옮김",참돌,20221230,"4,400","3,960",220점,6216,건강/취미
344,국내도서,하루 고전,309334107 ,9788994643991 ,2190,이상민 지음,라이온북스,20230131,"5,500","4,950",270점,5950,자기계발
345,국내도서,해리 포터와 비밀의 방 (미나리마 에디션),282030867 ,9788983928450 ,3840,"J.K. 롤링 지음, 미나리마 그림, 강동혁 옮김",문학수첩,20211026,"33,000","29,700","1,650점",17158,소설/시/희곡
346,국내도서,100층짜리 집,4116307 ,9788989863786 ,73830,"이와이 도시오 지음, 김숙 옮김",북뱅크,20090625,"9,500","8,550",470점,38857,유아
347,국내도서,사카모토 데이즈 9,354350577 ,9791142302435 ,7830,스즈키 유우토 지음,대원씨아이(만화),20230310,"6,500","5,850",320점,6377,만화
348,국내도서,사카모토 데이즈 8,354788845 ,9791142302428 ,7830,스즈키 유우토 지음,대원씨아이(만화),20221228,"6,500","5,850",320점,6203,만화
349,국내도서,"아티스트 웨이, 마음의 소리를 듣는 시간",292459876 ,9791162542767 ,3190,"줄리아 캐머런 지음, 이상원 옮김",비즈니스북스,20220419,"16,000","14,400",800점,14188,자기계발
350,국내도서,사카모토 데이즈 11,354350771 ,9791142302459 ,7830,스즈키 유우토 지음,대원씨아이(만화),20230628,"6,500","5,850",320점,5906,만화
351,국내도서,이반 일리치의 죽음,20132372 ,9788936464073 ,3890,"레프 니콜라예비치 톨스토이 지음, 이강은 옮김",창비,20121009,"10,000","9,000",500점,14322,소설/시/희곡
352,국내도서,돈키호테 1,49225289 ,9788932916804 ,3870,"미겔 데 세르반테스 사아베드라 지음, 안영옥 옮김",열린책들,20141115,"17,800","16,020",890점,15915,소설/시/희곡
353,국내도서,청소년을 위한 경제학 에세이,98131763 ,9788965745853 ,43100,한진수 지음,해냄,20161205,"16,800","15,120",840점,9999,청소년
354,국내도서,초역 니체의 말,299821712 ,9788978496629 ,3100,"프리드리히 니체 지음, 시라토리 하루히코 엮음, 박재현 옮김",삼호미디어,20220829,"15,800","14,220",790점,15987,인문학
355,국내도서,만화 데뷔 못 하면 죽는 병 걸림 1 (한정판),318688944 ,9791140472017 ,4810,"소흔 지음, 백덕수 원작, 장진 각색",파인툰,20230825,"49,000","44,100","2,450점",8325,만화
356,국내도서,사장학개론,313250109 ,9791188331888 ,3320,김승호 지음,스노우폭스북스,20230419,"25,000","22,500","1,250점",29784,경제경영
357,국내도서,비스킷,324439280 ,9791168127630 ,43810,김선미 지음,위즈덤하우스,20230913,"14,800","13,320",740점,30334,청소년
358,국내도서,아홉 살 마음 사전,105374930 ,9788936447014 ,73710,"박성우 지음, 김효은 그림",창비,20170310,"13,000","11,700",650점,50430,어린이
359,국내도서,설득의 심리학 1 (20주년 기념 개정증보판),315207577 ,9788950950002 ,3320,"로버트 치알디니 지음, 황혜숙.임상훈 옮김",21세기북스,20230426,"32,000","28,800","1,600점",15608,자기계발
360,국내도서,생각정리를 위한 업무의 기술,111082237 ,9791158950729 ,13320,"니시무라 가츠미 지음, 정지영 옮김",생각정리연구소,20170615,"4,400","3,960",220점,5320,자기계발
361,국내도서,월급쟁이 부자로 은퇴하라 (10만 부 돌파 기념 증보판),296379470 ,9788925578156 ,3320,너나위 지음,알에이치코리아(RHK),20220620,"19,800","17,820",990점,24015,경제경영
362,국내도서,"해커스 토플 리딩 베이직 (Hackers TOEFL Reading Basic) : 2023년 7월 26일 개정 시험 완벽 반영, 개정증보판",319335360 ,9788965426080 ,13740,데이빗 조 (David Cho) 지음,해커스어학연구소(Hackers),20230630,"20,000","18,000","1,000점",11000,외국어
363,국내도서,앵무새 죽이기,62135003 ,9788932917207 ,3840,"하퍼 리 지음, 김욱동 옮김",열린책들,20150630,"15,800","14,220",790점,33489,소설/시/희곡
364,국내도서,칼 융 레드 북,225056704 ,9791159201172 ,3180,"칼 구스타프 융 지음, 김세영.정명진 옮김",부글북스,20200115,"29,000","26,100","1,450점",10896,인문학
365,국내도서,오백 년째 열다섯,287089333 ,9791168121065 ,43810,김혜정 지음,위즈덤하우스,20220128,"12,500","11,250",620점,19963,청소년
366,국내도서,수레바퀴 아래서,292110 ,9788937460500 ,4850,"헤르만 헤세 지음, 김이섭 옮김",민음사,20010810,"8,000","7,200",400점,32639,소설/시/희곡
367,국내도서,포인트 캐릭터 드로잉 - 전2권,280555213 ,9791163988199 ,4650,타코 지음,레진코믹스(레진엔터테인먼트),20210930,"28,000","25,200","1,400점",18061,예술/대중문화
368,국내도서,고요한 우연,311138056 ,9788954691154 ,3810,김수빈 지음,문학동네,20230220,"12,500","11,250",620점,21567,청소년
369,국내도서,돈으로 살 수 없는 것들,16497150 ,9788937833663 ,3330,"마이클 샌델 지음, 안기순 옮김, 김선욱 감수",와이즈베리,20120424,"18,000","16,200",900점,32759,인문학
370,국내도서,죄와 벌 2,16212030 ,9788937462856 ,4800,"표도르 도스토예프스키 지음, 김연경 옮김",민음사,20120330,"11,000","9,900",550점,17735,소설/시/희곡
371,국내도서,세줄쓰기,298032711 ,9791185402628 ,74800,이은경 지음,상상아카데미,20220720,"12,000","10,800",600점,16362,좋은부모
372,국내도서,Holes 홀스 (영어원서 + 워크북 + 음원 QR코드),321316452 ,9791191343984 ,14740,"루이스 새커 지음, 김보경 외 감수",롱테일북스,20230424,"17,000","15,300",850점,7573,외국어
373,국내도서,리얼리티 트랜서핑 2,3478947 ,9788935703111 ,3320,"바딤 젤란드 지음, 박인수 옮김",정신세계사,20090320,"11,000","9,900",550점,15900,자기계발
374,국내도서,노란 책,146572317 ,9791155641675 ,4650,"타카노 후미코 지음, 정은서 옮김",북스토리,20180525,"6,000","5,400",300점,5705,만화
375,국내도서,현대사상 입문,317516292 ,9788950927400 ,3100,"지바 마사야 지음, 김상운 옮김",arte(아르테),20230530,"24,000","21,600","1,200점",14335,인문학
376,국내도서,차라투스트라는 이렇게 말했다,454014 ,9788937460944 ,4850,"프리드리히 니체 지음, 장희창 옮김",민음사,20040102,"13,000","11,700",650점,25197,인문학
377,국내도서,전제의 법칙,315742085 ,9788997228348 ,3110,네빌 고다드 지음,서른세개의계단,20230428,"12,500","11,250",620점,7670,자기계발
378,국내도서,나는 어떻게 삶의 해답을 찾는가,318849351 ,9791189686826 ,3320,고명환 지음,라곰,20230615,"17,800","16,020",890점,13344,자기계발
379,국내도서,혼자 공부하는 컴퓨터 구조 + 운영체제,299014282 ,9791162243091 ,94000,강민철 지음,한빛미디어,20220816,"28,000","25,200","1,400점",13976,컴퓨터/모바일
380,국내도서,왜 세계의 절반은 굶주리는가?,79646753 ,9791187038030 ,3300,"장 지글러 지음, 유영미 옮김, 우석훈 해제, 주경복 부록",갈라파고스,20160321,"12,800","11,520",540점,33347,사회과학
381,국내도서,하늘과 바람과 별과 인간,316008497 ,9791166891496 ,3400,김상욱 지음,바다출판사,20230526,"17,800","16,020",890점,24840,과학
382,국내도서,현대 이상심리학,325396316 ,9788999729126 ,93180,권석만 지음,학지사,20230630,"32,000","32,000",0점,9416,대학교재/전문서적
383,국내도서,나미야 잡화점의 기적 (무선),307689982 ,9791167901484 ,3830,"히가시노 게이고 지음, 양윤옥 옮김",현대문학,20221219,"14,500","13,050",720점,12779,소설/시/희곡
384,국내도서,몬스터 차일드 (리커버),348496736 ,9791160947540 ,74810,"이재문 지음, 김지인 그림",사계절,20210910,"12,000","10,800",600점,37256,어린이
385,국내도서,히카루가 죽은 여름 1,311984400 ,9791127867799 ,7830,"모쿠모쿠렌 지음, 송재희 옮김",디앤씨미디어(주)(D&C미디어),20230320,"6,000","5,400",300점,14502,만화
386,국내도서,사서함 110호의 우편물,298290264 ,9791197671708 ,3810,이도우 지음,수박설탕,20220730,"17,000","15,300",850점,13088,소설/시/희곡
387,국내도서,"어서 오세요, 휴남동 서점입니다 (일본서점대상 수상기념 리커버)",337835320 ,9791197377143 ,3810,황보름 지음,클레이하우스,20220117,"15,000","13,500",750점,26957,소설/시/희곡
388,국내도서,어떻게 죽을 것인가,289088021 ,9788960519091 ,,"아툴 가완디 지음, 김희정 옮김",부키,20220217,"18,000","16,200",900점,9408,인문학
389,국내도서,달러구트 꿈 백화점,245127051 ,9791165341909 ,3810,이미예 지음,팩토리나인,20200708,"13,800","12,420",690점,79237,소설/시/희곡
390,국내도서,왜 일하는가,269133591 ,9791130637037 ,3320,"이나모리 가즈오 지음, 김윤경 옮김",다산북스,20210412,"16,000","14,400",800점,23171,경제경영
391,국내도서,과학을 보다,327870262 ,9791191122459 ,3400,"김범준 외 지음, 김지원 그림",알파미디어,20231117,"19,800","17,820",990점,16328,과학
392,국내도서,사카모토 데이즈 4,356290969 ,9791142302381 ,7830,스즈키 유우토 지음,대원씨아이(만화),20220525,"6,500","5,850",320점,5280,만화
393,국내도서,생각하라 그리고 부자가 되어라,259692098 ,9791191214376 ,3320,"나폴레온 힐 지음, 빌 하틀리 엮음, 이한이 옮김",반니,20210105,"18,000","16,200",900점,22016,자기계발
394,국내도서,삼체 1부 : 삼체문제,289126579 ,9788954442695 ,4820,"류츠신 지음, 이현아 옮김",자음과모음,20220215,"17,000","15,300",850점,20485,소설/시/희곡
395,국내도서,가재가 노래하는 곳,194697748 ,9788952240569 ,3840,"델리아 오언스 지음, 김선형 옮김",살림,20190614,"16,000","14,400",800점,24026,소설/시/희곡
396,국내도서,부자의 그릇 (블랙 에디션),338837657 ,9791130633619 ,13320,"이즈미 마사토 지음, 김윤수 옮김",다산북스,20201214,"17,000","15,300",850점,34572,경제경영
397,국내도서,불안의 서,39212974 ,9788996997962 ,3870,"페르난두 페소아 지음, 배수아 옮김",봄날의책,20140327,"28,000","25,200","1,400점",29232,에세이
398,국내도서,어떻게 지내요,277973689 ,9791191247114 ,3840,"시그리드 누네즈 지음, 정소영 옮김",엘리,20210819,"15,000","13,500",750점,7170,소설/시/희곡
399,국내도서,혼자 공부하는 파이썬,294996715 ,9791162245651 ,94000,윤인성 지음,한빛미디어,20220601,"22,000","19,800","1,100점",14884,컴퓨터/모바일
400,국내도서,총 균 쇠 (양장),321118369 ,9788934951711 ,3900,"제레드 다이아몬드 지음, 강주헌 옮김",김영사,20230810,"35,800","32,220","1,790점",11576,인문학
401,국내도서,단 한 사람,324968136 ,9791160405750 ,3810,최진영 지음,한겨레출판,20230930,"15,000","13,500",750점,19916,소설/시/희곡
402,국내도서,[세트] 작별하지 않는다 + 흰 - 전2권,349420603 ,,3810,한강 지음,문학동네,20210909,"31,300","28,170","1,560점",11522,소설/시/희곡
403,국내도서,이토록 뜻밖의 뇌과학,276064196 ,9791165215842 ,3400,"리사 펠드먼 배럿 지음, 변지영 옮김, 정재승 감수",더퀘스트,20210805,"16,000","14,400",800점,17207,과학
404,국내도서,한국고전소설 45,307096583 ,9788965823582 ,43810,"박지원 외 지음, 권정현 엮음",리베르,20221215,"22,000","19,800","1,100점",9157,청소년
405,국내도서,리얼리티 트랜서핑 3,3736330 ,9788935703135 ,3320,"바딤 젤란드 지음, 박인수 옮김",정신세계사,20090515,"11,000","9,900",550점,14800,자기계발
406,국내도서,푸른 사자 와니니,62323112 ,9788936442804 ,73810,"이현 지음, 오윤화 그림",창비,20150625,"12,000","10,800",600점,53042,어린이
407,국내도서,해커스 토익 실전 1000제 2 RC Reading(리딩) 문제집,307089507 ,9788965425380 ,13740,해커스어학연구소 지음,해커스어학연구소(Hackers),20230403,"11,900","10,710",590점,14970,외국어
408,국내도서,크툴루의 부름 : 수호자 룰북,95733788 ,9788988060391 ,93690,"샌디 피터슨 외 지음, 박나림 옮김",초여명,20161102,"38,000","34,200","1,900점",23903,건강/취미
409,국내도서,돈은 좋지만 재테크는 겁나는 너에게,309212423 ,9788960306134 ,3320,뿅글이 지음,황금부엉이,20230201,"16,500","14,850",820점,17328,경제경영
410,국내도서,사카모토 데이즈 6,356890468 ,9791142302404 ,7830,스즈키 유우토 지음,대원씨아이(만화),20220926,"6,500","5,850",320점,5505,만화
